,max,mean,median,min,rmse,sse,std
results_fastlio.zip,1.321283249081865,0.9672714791759637,0.9559137220063012,0.32503262287137136,0.9897623419483766,2079.753414783584,0.2097984249509003
results_r3live.zip,10.396767446281446,3.4803697043427366,2.5301023742280266,0.4579876347437191,4.382858053116772,40781.65112733485,2.6639203131594966
results_fastlivo.zip,3.6150888619942996,2.385263962112276,2.3655204515689165,0.758038907703878,2.44002450718788,50308.9305834745,0.5140383514154374
